Branche,Company_Name,Adresse,PLZ,Ort,Land,Telefon,Email,Website,Anrede,Vorname,Name,Title,Mitglied,Facebook,Twitter,Youtube,Linkedin,Instagram,Company Description
Eventtechniken,Samsung Electronics Switzerland GmbH,Giesshübelstrasse 30,8045,Zürich,Schweiz,+41 44 455 67 00,,,,,,,,,,,,,Entdecken Sie die Welt der Samsung Produkte: vom neusten Galaxy Smartphone und Tablet über UHD und Curved TV,https://www.persoenlich.com/marktplatz/samsung-electronics-switzerland-gmbh-zurich
Videoproduktionsdienst,Sandeep Abraham,Konradstrasse 61,8005,Zürich,Schweiz,+41 78 956 62 01,Info,,Mr.,Sandeep,Abraham,Geschäftsführer,,,,,,,"Ganz gleich ob TV-Spot, Webfilm, Unternehmensfilm oder ein ganz neues Format: Wir begleiten jedes Projekt vom Start bis zur Publikation.",https://www.persoenlich.com/marktplatz/sandeep-abraham-zurich
CRM-Anbieter,SAP (Schweiz) AG,Leugenestrasse 6,2500,Biel,Schweiz,+41 58 871 64 54,,,,,,,,,,,,,"SAP nimmt in der derzeitigen technischen Revolution eine zentrale Rolle ein. Als Marktführer bei Unternehmenssoftware hilft SAP Unternehmen und Organisationen dabei, die schädlic",https://www.persoenlich.com/marktplatz/sap-schweiz-ag-biel
Korrektorat/Lektorat,saphir Lektorat,Oberdorfstrasse 15B,5035,Unterentfelden,Schweiz,+41 62 724 90 48,info@saphir-lektorat.ch,saphir-lektorat.ch,Ms.,Grit,Hüssy,,,,,,,,"Professionelles, kompetentes und zuverlässiges Lektorat für deutsche Texte.",https://www.persoenlich.com/marktplatz/saphir-lektorat-unterentfelden
Papier-/Couvert,Sappi Sales Schweiz AG,Zuchwilerstrasse 21,4500,Solothurn,Schweiz,+41 32 671 37 37,salesaustria-switzerland@sappi.com,sappi.com,,,,,,,,,,,"Sappi is a global company focused on providing dissolving wood pulp, paper pulp, paper-based and biorefinery solutions to its customers in over 150 countries.",https://www.persoenlich.com/marktplatz/sappi-sales-schweiz-ag-solothurn
Unternehmensberatung,SAQ-Qualicon AG,Riggenbachstrasse 8,4600,Olten,Schweiz,+41 34 448 33 33,info@saq-qualicon.ch,saq-qualicon.ch,,,,,,,,,,,Die SAQ-QUALICON ist eine etablierte Bildungs- und Beratungsorganisation in der Schweiz.,https://www.persoenlich.com/marktplatz/saq-qualicon-ag-olten
CRM-Anbieter,SAS Institute AG,Richtistrasse 11,8304,Wallisellen,Schweiz,+41 44 805 74 74,info@sch.sas.com,sch.sas.com,Mr.,Patric,Märki,,,,,,,,SAS Business Analytics Software für Ihr Unternehmen.,https://www.persoenlich.com/marktplatz/sas-institute-ag-wallisellen
Eventlocations,Sassafraz,Aarbergergasse 57 ,3011,Bern,Schweiz,+41 31 311 79 50,,,,,,,,,,,,,Sie lieben Schweizer Spezialitäten? Dann werden Sie bei uns sicher Ihr Leibgericht finden.,https://www.persoenlich.com/marktplatz/sassafraz-bern
Eventtechniken,Sattler Electronic Showtronic AG,Gertrudstrasse 17,8400,Winterthur,Schweiz,+41 52 212 17 64,info@showtronic.com,showtronic.com,Mr.,Romeo,Sattler,,,,,,,,Professionelle Veranstaltungstechnik und Intallationen im Bereich Licht Bild und Ton für Events aller Art in Winterthur und Grossraum Zürich.,https://www.persoenlich.com/marktplatz/sattler-electronic-showtronic-ag-winterthur
Druckerei,Satz + Druck Herrmann AG,Brennerstrasse 7,3550,Langnau,Schweiz,+41 34 409 40 00,info@herrmann-druck.ch,herrmann-druck.ch,Mr.,Thomas,Herrmann,,,,,,,,"Wir drucken, schneiden, stanzen für ein optimales Resultat!",https://www.persoenlich.com/marktplatz/satz-druck-herrmann-ag-langnau
Korrektorat/Lektorat,satzbausatz Korrektorat Lektorat,Plantanenweg 3,3014,Bern,Schweiz,+41 78 910 44 37,info@satzbausatz.ch,satzbausatz.ch,Ms.,Anne-Katrin,Lombeck,,,,,,,,"Manchmal gibt ein Buchstabe den Ausschlag! satzbausatz: das clevere Textbüro für Korrektorat, Lektorat, wissensch.",https://www.persoenlich.com/marktplatz/satzbausatz-korrektorat-lektorat-bern
Druckerei,Sautercopy AG,Malergasse 3,8001,Zürich,Schweiz,+41 44 251 46 47,malergasse@sautercopy.ch,sautercopy.ch,Mr.,Thomas,Schaer,,,,,,,,Mit unserer Fachkompetenz sind Ihren Ideen keine Grenzen gesetzt. Zusammen finden wir die optimale Lösung für ein perfektes Resultat und bieten Ihnen dabei viel mehr als nur simple Kopien.,https://www.persoenlich.com/marktplatz/sautercopy-ag-zurich
Druckerei,Saxer Druck GmbH,DOTTIKERSTRASSE 20,5607,Hägglingen,Schweiz,+41 56 624 28 75,info@saxerdruck.ch,saxerdruck.ch,Mr.,Marco,Saxer,,,,,,,,Die Firma Saxer Druck wurde vor rund 50 Jahren als reine Offset-Druckerei gegründet. Unsere Kundschaft besteht hauptsächlich aus dem regionalen Gewerbe und der Industrie sowie de,https://www.persoenlich.com/marktplatz/saxer-druck-gmbh-hagglingen
Druckerei,Saxoprint AG,Seefeldstrasse 69,8008,Zürich,Schweiz,00800 66 45 4131,kundenservice@saxoprint.ch,saxoprint.ch,Mr.,Klaus,Sauer,,,,,,,,Mit der Leidenschaft zum Druck bieten wir unseren Kunden ein fokussiertes Produktportfolio.,https://www.persoenlich.com/marktplatz/saxoprint-ag-zurich
Markt-/Meinungsforscher,SAZ Dialog AG Europe,Davidstrasse 38,9000,St.Gallen,Schweiz,+41 71 227 35 08,info@saz.com,saz.com,Mr.,B.,Rölle,,,,,,,,"SAZ ist ein international tätiger Entwickler und Anbieter von Branchenlösungen für Marketing und Vertrieb, Direct Marketing Services und Adressdaten.",https://www.persoenlich.com/marktplatz/saz-dialog-ag-europe-st-gallen
Eventlocations,SBB  Immobilien,Hilfikerstrasse 1,3000,Bern,Schweiz,+41 51 220 11 11,,,,,,,,,,,,,"Bei SBB Immobilien finden Sie interessante, bahnhofsnahe Liegenschaften in der ganzen Schweiz.",https://www.persoenlich.com/marktplatz/sbb-immobilien-bern
Aussenwerbung,SBB AG Personenverkehr,Wylerstrasse 123125,3000,Bern,Schweiz,+ 41 51 220 72 35,,,,,,,,,,,,,"SBB Personenverkehr Operating bewegt die Bahn: 7129 Mitarbeitende in der ganzen Schweiz sorgen dafür, dass die Fahrzeuge termingerecht beschafft, professionell geplant, geführt,",https://www.persoenlich.com/marktplatz/sbb-ag-personenverkehr-bern-65
Eventmanagement,SBB AG SBB Charter,Vulkanpaltz 11,8048,Zürich,Schweiz,+41 51 222 11 22,charter@sbb.ch,sbb.ch,,,,,,,,,,,Perfekt für besondere Anlässe und Hochzeiten. Jetzt mit SBB Spezialzüge mieten.,https://www.persoenlich.com/marktplatz/sbb-ag-sbb-charter-zurich-1
Eventtechniken,Scandola Light Audio Media GmbH,Gröblistrasse 18,9014,St.Gallen,Schweiz,+41 71 279 10 90,contact@scandola.ch,scandola.ch,Mr.,Marco,Scandola,,,,,,,,"Wir liefern und installieren Veranstaltungstechnik Beleuchtungstechnik, Tontechnik und Medientechnik.",https://www.persoenlich.com/marktplatz/scandola-light-audio-media-gmbh-st-gallen
Druckvorstufe,scanwork AG,Badenerstrasse 338,8040,Zürich,Schweiz,+41 44 404 22 00,info@scanwork.ch,scanwork.ch,Mr.,,Spitzer,,,,,,,,Die scanwork AG versteht sich als Full-Service-Unternehmen der grafischen Industrie. Unser Know-how und unsere Erfahrung beim Realisieren und Entwickeln komplexer Projekte garantie,https://www.persoenlich.com/marktplatz/scanwork-ag-zurich
Werbeagenturen,Schaerer und Partner AG,Stadtturmstrasse 19,5401,Baden,Schweiz,+41 56 2000 555,info@schaerer-partner.ch,schaerer-partner.ch,Mr.,Andi,Schärer,,,,,,,,"Fullservice Werbeagentur: Marketing, Werbung Sponsoring und PR – alles aus einer Hand!",https://www.persoenlich.com/marktplatz/schaerer-und-partner-ag-baden-1
Druckerei,Schalk Druck GmbH,Trottenstrasse 6,8280,Kreuzlingen,Schweiz,+41 71 672 58 72,admin@schalk-druck.ch,schalk-druck.ch,Mr.,Hansjörg,Gremlich,,,,,,,,"Nicht nur Seriosität und Kompetenz, sondern auch Flexibilität und Zuverlässigkeit ist seit jeher unser Geschäftsprinzip und unter dieser Devise konnte der Kundenstamm ständig",https://www.persoenlich.com/marktplatz/schalk-druck-gmbh-kreuzlingen
Werbeagenturen,Schalter & Walter GmbH,Rosenbergstrasse 85,9000,St.Gallen,Schweiz,071 272 26 62,verwalter@schalterundwalter.ch,schalterundwalter.ch,Ms.,Caro,Noser,,,,,,,,"Schalter&Walter gestalten. Und wie! Wir sind ein junges, eingespieltes Team mit langjähriger Erfahrung und einem starken Partnernetz. Enthusiasmus und Spass an der Arbeit spiegeln",https://www.persoenlich.com/marktplatz/schalter-walter-gmbh-st-gallen
Buchbinderei,Schär Druckverarbeitung AG,Bernstrasse 281,4852,Rothrist,Schweiz,+41 62 785 10 30,info@druckverarbeitung.ch,druckverarbeitung.ch,Mr.,Paul,Bucher,,,,,,,,Dank überzeugenden Produkten und Dienstleistungen wollen wir erfolgreich am Markt tätig sein und die führende Rolle in der Druckverarbeitung im Schweizerischen Mittelland festig,https://www.persoenlich.com/marktplatz/schar-druckverarbeitung-ag-rothrist
Druckerei,Schär Thun AG,Seestrasse 26,3600,Thun,Schweiz,+41 33 225 15 33,info@schearthun.ch,schearthun.ch,,,,,,,,,,,Keine Website,https://www.persoenlich.com/marktplatz/schar-thun-ag-thun
Werbebeschriftung,Schärer + Kunz AG,Hermetschloostrasse 73,8048,Zürich,Schweiz,+41 44 434 80 80,info@schaererkunz.ch,schaererkunz.ch,Mr.,Richard,Meier,,,,,,,,"Im Bereich Arbeitssicherheit, Kennzeichnungslösungen sowie im Bereich Labeling sind wir der starke Partner.",https://www.persoenlich.com/marktplatz/scharer-kunz-ag-zurich
Corporate Publishing Agenturen,Scharfsinn,Steinhofstrasse 46,6005,Luzern,Schweiz,+41 76 541 15 17,micha.eicher@scharfsinn.ch,scharfsinn.ch,Ms.,Micha,Eichner,,,,,,,,"Unser Ding: Reportagen schreiben und fotografieren. Menschen, Tiere, Städte und Länder porträtieren, Geschichten entdecken und erzählen.",https://www.persoenlich.com/marktplatz/scharfsinn-luzern
Druckerei,Schaub Medien AG,Hauptstrasse 31-33,4450,Sissach,Schweiz,+41 61 976 10 10,kontakt@schaubmedien.ch,schaubmedien.ch,Mr.,Dieter,Schaub,,,,,,,,"Die vielfältigen Dienstleistungen verbinden Innovation und Tradition. Mit unseren fachkundigen Beratern setzen wir alles daran, qualitativ hochwertige und gleichzeitig wirtschaftl",https://www.persoenlich.com/marktplatz/schaub-medien-ag-sissach
Papier-/Couvert,Scheitlin-Papier AG,Industriestrasse 20,9300,Wittenbach,Schweiz,+41 71 292 30 70,info@scheitlin-papier.ch,scheitlin-papier.ch,,,,,,,,,,,Kundenorientiertes Denken und Handeln sichert uns das Vertrauen der Kunden und ist die Basis für ein partnerschaftliches Verhältnis.,https://www.persoenlich.com/marktplatz/scheitlin-papier-ag-wittenbach
Druckerei,Schelbli AG,Lagerstrasse 30,3360,Herzogenbuchsee,Schweiz,+41 62 956 50 40,info@schelbli.ch,schelbli.ch,Mr.,Robert,Schelbli,,,,,,,,Wir verstehen uns als Generalisten im grafischen Gewerbe. Unser Druckvorstufenbereich umfasst sechs DTP-Arbeitsplätze und bietet vielfältigste Dienstleistungen von der Grafik ?,https://www.persoenlich.com/marktplatz/schelbli-ag-herzogenbuchsee
Druckerei,Schelldruck Thalwil R. Gautschi,Zürcherstrasse 73,8800,Thalwil,Schweiz,+41 44 720 49 07,info@schnelldruck-thalwil.ch,schnelldruck-thalwil.ch,Mr.,Richard,Gautschi,,,,,,,,,https://www.persoenlich.com/marktplatz/schelldruck-thalwil-r-gautschi-thalwil
Unternehmensberatung,Schellenberg Consulting,Seestrasse 78,8703,Erlenbach,Schweiz,+41 43 266 93 93,info@schellenberg-consulting.ch,schellenberg-consulting.ch,Ms.,Barbara,Schellenberg-Treichler,,,,,,,,"Das Unternehmen schellenberg consulting ist seit 1992 auf akademischem Niveau in den Bereichen Unternehmensberatung, Gutachtertätigkeit und betriebswirtschaftliche Ausbildung tät",https://www.persoenlich.com/marktplatz/schellenberg-consulting-erlenbach-zurich
Druckerei,Schellenberg Druck AG,Schützenhausstrasse 5,8330,Pfäffikon,Schweiz,+41 44 953 11 11,mail@schellenbergdruck.ch,schellenbergdruck.ch,Mr.,Oskar,Schellenberg,,,,,,,,Als Generalunternehmer für traditionelle Printmedien und digitale Marketinginstrumente verfügt die Schellenberg Druck AG über ein umfangreiches Produkt- und Dienstleistungsspek,https://www.persoenlich.com/marktplatz/schellenberg-druck-ag-pfaffikon
Druckerei,Schelling AG,Römerstrasse 54,4153,Reinach,Schweiz,+41 58 360 49 44,marcel.haesler@birki.ch,birki.ch,Mr.,Beat,Schelling,,,,,,,,"Bei uns bekommen Sie Wellkarton, Verpackungen und Displays und alle gängigen Produkte der Marketing-Kommunikation – bis hin zu Packungsbeilagen und Etiketten. Als führ",https://www.persoenlich.com/marktplatz/schelling-ag-reinach
Verpackung,SCHELLING AG,Industriestrasse 11,5102,Rupperswil,Schweiz,+41 58 360 44 00,info@schelling.ch,schelling.ch,Mr.,Philipp,Stalser,,,,,,,,"Verkaufsverpackungen, Transportverpackungen, Displays und Thekensteller aus Karton und Wellkarton, Papiereinschläge und Print-Erzeugnisse.",https://www.persoenlich.com/marktplatz/schelling-ag-rupperswil
Druckerei,Scherrer Offsetdruck AG,Gubelstrasse 19a,6300,Zug,Schweiz,+41 41 711 64 35,scherrer.offset@postfach-zg.ch,postfach-zg.ch,,,,,,,,,,,Keine Website,https://www.persoenlich.com/marktplatz/scherrer-offsetdruck-ag-zug
Werbeartikel,Schirmfabrik Strotz AG,Herrenackerstrasse 16,8730,Uznach,Schweiz,+41 55 285 97 00,info@strotz.ch,strotz.ch,,,,,,,,,,,Die Schirmfabrik Strotz AG ist heute die einzige Schirmfabrik in der Schweiz mit Eigenproduktion.,https://www.persoenlich.com/marktplatz/schirmfabrik-strotz-ag-uznach
CI Agenturen,"Schläfle Trittibach, Kommunikation + Design",Culmannstrasse 22,8006,Zürich,Schweiz,+41 78 610 32 44,ms@schlaefletrittibach.ch,schlaefletrittibach.ch,Mr.,Marcel,Schläfle,,,,,,,,"Kommunikationsagentur für Werbung, Design und Marketing. Wir positionieren und revitalisieren Ihre Marke, erarbeiten Corporate-Identity-Programme und lancieren Ihre Werbekampagne.",https://www.persoenlich.com/marktplatz/schlafle-trittibach-kommunikation-design-zurich
Verpackung,Schlatter Plastic AG,Niederstettenstrasse 8,9536,Schwarzenbach,Schweiz,+41 44 850 29 21,info@schlatter-plastic.ch,schlatter-plastic.ch,Mr.,Christoph,Berndt,,,,,,,,Wir sind ein unabhängiges Produktions- und Handelsunternehmen und dank langjähriger Erfahrung in der Lage diese Kombination sowie unsere marktgerichtete und marktgerechte Strateg,https://www.persoenlich.com/marktplatz/schlatter-plastic-ag-schwarzenbach
Druckerei,Schloss Druckerei,Kantonsstrasse 322,3902,Brig-Glis,Schweiz,+41 27 924 99 55,info@schlossdruckerei.ch,schlossdruckerei.ch,Mr.,René,Truffer,,,,,,,,"Wir gehören zu den kleinen und feinen Unternehmungen in der Branche. Nicht einfach ein Unternehmen, sondern ein Druckzentrum mit einem vielfältigen und kompletten Dienstleistungs",https://www.persoenlich.com/marktplatz/schloss-druckerei-brig-glis
Eventlocations,Schloss Oberdiessbach,Schlossstrasse 48,3672,Oberdiessbach,Schweiz,+41 31 771 09 28,info@schloss-oberdiessbach.ch,schloss-oberdiessbach.ch,Mr.,Von,Wattenwyl,,,,,,,,Der Landsitz gilt als einer der vornehmsten der französischen Spätrenaissance in der Schweiz.,https://www.persoenlich.com/marktplatz/schloss-oberdiessbach-oberdiessbach
Konferenz-/Seminarhotels,Schloss Ueberstorf Seminar- und Kulturzentrum,Schlossstrasse 14,3182,Uebertorf,Schweiz,031 741 47 17,info@schlossueberstorf.ch,schlossueberstorf.ch,,,,,,,,,,,"Ein historisches Gebäude setzt den Rahmen für authentisches Tafeln, Tagen und Träumen in frischem Grün, freundlichem Sandsteingelb und elegantem Weiss. Ein Landschloss für zwe",https://www.persoenlich.com/marktplatz/schloss-ueberstorf-seminar-und-kulturzentrum-uebertorf
Konferenz-/Seminarhotels,Schloss Wartegg,Von Blarer Weg 1,9404,Rorschacherberg,Schweiz,071 858 62 62,schloss@wartegg.ch,wartegg.ch,,,,,,,,,,,In unserem Bio-Schlosshotel – dem ersten Swiss Historic Hotel der Ostschweiz – bringen wir inmitten schönster Natur und nahe am Bodensee behagliche Erholung mit kulinarischem,https://www.persoenlich.com/marktplatz/schloss-wartegg-rorschacherberg
Konferenz-/Seminarhotels,Schloss-Hotel Swiss-Chalet,Luzernerstrasse 204,6402,Merlischachen,Schweiz,041 854 54 54,info@swiss-chalet.ch,swiss-chalet.ch,Ms.,Jeannine,Nölly,,,,,,,,"Direkt am Ufer des Vierwaldstättersees können Sie in den 35 Hotelzimmern ein unverwechselbares Ambiente geniessen. Das Hallenbad mit Sauna, die Dachterrasse sowie der Schloss-Par",https://www.persoenlich.com/marktplatz/schloss-hotel-swiss-chalet-merlischachen
Druckerei,Schlüssel-Druck AG,Buchenstrasse 6,6210,Sursee,Schweiz,+41 41 921 23 41,info@schluesseldruck.ch,schluesseldruck.ch,Mr.,Hans-Jörg,Schlüssel,,,,,,,,Wir gestalten – um Ihre Produkte gut aussehen zu lassen! Unser Grafik-Team übernimmt die Gestaltung Ihrer Drucksachen.,https://www.persoenlich.com/marktplatz/schlussel-druck-ag-sursee
Druckveredelung,Schmid Rhyner AG,Soodring 29,8134,Adliswil,Schweiz,+41 44 712 64 00,infopf@schmid-rhyner.ch,schmid-rhyner.ch,Mr.,Jakob,Rohner,,,,,,,,"We are one of the world’s leading manufacturers of print finishing products, focusing on the development, manufacture and sale of primers, coatings and laminating adhesives.",https://www.persoenlich.com/marktplatz/schmid-rhyner-ag-adliswil
Werbeagenturen,Schmid Riedmann & Partner AG,Hallwilerweg 5,6003,Luzern,Schweiz,+41 41 417 21 21,info@schmid-riedmann.ch,schmid-riedmann.ch,Mr.,Arno,Affentranger,,,,,,,,Schmid Riedmann & Partner ist eine inhabergeführte Vollservice-Agentur mit breitem Dienstleistungsangebot.,https://www.persoenlich.com/marktplatz/schmid-riedmann-partner-ag-luzern
Lettershop/Fulfillment,Schmid-Fehr AG,Hauptstrasse 20,9403,Goldach,Schweiz,+41 71 844 03 03,info@schmid-fehr.ch,schmid-fehr.ch,Mr.,Matthias,Schmid,,,,,,,,"Klimaschutz ist ein Anliegen, das nicht nur uns bewegt. Mit klimaneutralen Druckerzeugnissen teilen auch wir einen Teil zur Verbesserung des Problems bei.",https://www.persoenlich.com/marktplatz/schmid-fehr-ag-goldach
Unternehmensberatung,schmidt consulting,Susenbergstrasse 57,8044,Zürich,Schweiz,+41 79 608 44 08,christopher.schmidt@schmidt-consulting.ch,schmidt-consulting.ch,Mr.,Christopher,Schmidt,,,,,,,,"Schmidt Consulting GmbH ist eine Schweizer Beratungsboutique für Strategieberatung, Coaching, InternetIntranet, Social MediaBusiness und Projektmanagement mit Sitz in St. Moritz u",https://www.persoenlich.com/marktplatz/schmidt-consulting-zurich
Werbeagenturen,Schminke & Team AG,Gämsenstrasse 11,8042,Zürich,Schweiz,043 255 07 52,jschminke@schminke.ch,schminke.ch,Mr.,Jörg,Schminke,,,,,,,,"Wir präsentieren unseren Auftraggebern was sie brauchen, nicht einfach, was sie wünschen.",https://www.persoenlich.com/marktplatz/schminke-team-ag-zurich
Druckerei,Schnarwiler Druck AG,Bahnhofstrasse 25,6285,Hitzkirch,Schweiz,+41 41 917 10 60,schnarwiler@bluewin.ch,bluewin.ch,,,,,,,,,,,,https://www.persoenlich.com/marktplatz/schnarwiler-druck-ag-hitzkirch
Druckerei,Schneider AG,Stauffacherstrasse 77,3014,Bern,Schweiz,+41 31 333 10 80,info@schneiderdruck.ch,schneiderdruck.ch,Mr.,Roger,Schneider,,,,,,,,"Schneider AG – Ihre Druckerei in Bern. Wir sind Spezialisten für den Druck von Broschüre, Prospekt, Couvert, Katalog, Newsletter und Mailing. Unsere Dienstleistungen: Druckerei",https://www.persoenlich.com/marktplatz/schneider-ag-bern
Public Relations Agenturen,Schneider Communications AG,Isenbergstrasse 36,8913,Ottenbach,Schweiz,+41 44 776 21 30,info@schneidercom.ch,schneidercom.ch,Mr.,Bernhard,Schneider,,,,,,,,"Sie ist spezialisiert auf die differenzierte Anwendung der Sprache in der Kommunikation – nicht nur der gesprochenen und der geschriebenen Sprache, sondern auch der Sprache der B",https://www.persoenlich.com/marktplatz/schneider-communications-ag-ottenbach
Druckerei,Schneider Scherrer AG,Wilerstrasse 33,9602,Bazenheid,Schweiz,+41 71 932 10 32,druck@schneider-scherrer.ch,schneider-scherrer.ch,Mr.,Ernst,Scherrer,,,,,,,,"Unsere Prinzipien waren – und sind es auch heute noch – der Aufbau und die Pflege eines treuen Kundenstamms, den wir durch Beratung, Qualität und auch absolutem Einhalten von",https://www.persoenlich.com/marktplatz/schneider-scherrer-ag-bazenheid
Unternehmensberatung,Schneiter & Frei & Partner AG,Marktplatz 5  Zürichstr. 55,8910,Affoltern,Schweiz,+41 44 787 15 50,info@schneiter-frei.ch,schneiter-frei.ch,Mr.,Bruno,Eugster,,,,,,,,"Seit 1990 auf dem Markt, berät und unterstützt die Schneiter & Frei & Partner Firmen und Privatpersonsen nachhaltig in allen Lebenszyklen.",https://www.persoenlich.com/marktplatz/schneiter-frei-partner-ag-affoltern-am-albis
Werbeagenturen,schneiter meier külling AG,Rämistrasse 35,8001,Zürich,Schweiz,+41 44 253 88 88,info@schneitermeier.ch,schneitermeier.ch,Mr.,Andy,Schneiter,,,,,,,,"Wir entwickeln seit 25 Jahren eigenständige, in der definierten Strategie verankerte Unternehmens- und Produktidentitäten und überführen sie in die Unternehmens- und Marketingk",https://www.persoenlich.com/marktplatz/schneiter-meier-kulling-ag-zurich
Adressen-Agenturen,Schober Information Group Schweiz AG,Bramenstrasse 5,8184,Bachenbülach,Schweiz,+41 44 864 22 11,info@schober.ch,schober.ch,Mr.,Franz-Josef,Obwegeser,,,,,,,,Schober - The Future of Targeting. Als Marktführer im Bereich Targeting führt Schober eine riesige Auswahl an Adressen aus der Schweiz.,https://www.persoenlich.com/marktplatz/schober-information-group-schweiz-ag-bachenbulach-1
Public Relations Agenturen,Schoch Astrid GmbH,Vorderhausstrasse 10,9053,Teufen,Schweiz,+41 79 358 79 77,as@agenturschoch.ch,agenturschoch.ch,Ms.,Astrid,Schoch,,,,,,,,"Netzwerk für:Mensch- und Teamentwicklung, Trainings, Unternehmenskommunikation, Public Relations, Multimedia- und Kulturmanagement, Events",https://www.persoenlich.com/marktplatz/schoch-astrid-gmbh-teufen
Druckerei,Schoechli Impression & Communication,Technopole,3960,Sierre,Schweiz,+41 27 452 25 25,info@schoechli.com,schoechli.com,Mr.,Benoît,Schoechli,,,,,,,,Nous sommes fiers de pouvoir vous proposer un concept de communication global dans le monde des imprimés.,https://www.persoenlich.com/marktplatz/schoechli-impression-communication-sierre
Werbeartikel,SchoggiMail,Hinterdorfstrasse 17,4334,Sisseln,Schweiz,+41 43 300 93 48,info@schoggimail.ch,schoggimail.ch,,,,,,,,,,,"SchoggiMAIL steht für Emotionen, Beziehungen, Lifestyle, Kreativität, Geschmack, Innovation und Spass an Ungewöhnlichem.",https://www.persoenlich.com/marktplatz/schoggimail-sisseln
Druckerei,Schönenberger Druck GmbH,In der Ey 47,4612,Wangen,Schweiz,+41 62 212 80 66,info@schoenenbergerdruck.ch,schoenenbergerdruck.ch,Mr.,Norbert,Schönenberger,,,,,,,,"Das motivierte Team produziert hoch­stehende Druck­erzeugnisse mit indivi­duel­ler Beratung, die Ihnen maximalen Nutzen bringt.",https://www.persoenlich.com/marktplatz/schonenberger-druck-gmbh-wangen-bei-olten
Werbeagenturen,Schott-Merz & Co,Untere Feldenstrasse 15,3655,Sigriswil,Schweiz,+41 33 251 50 55,schott@schottmerz.ch,schottmerz.ch,Ms.,Stefanie,Schott-Merz,,,,,,,,,https://www.persoenlich.com/marktplatz/schott-merz-co-sigriswil
Druckerei,Schraner Druck AG,Meier-Bosshard-Strasse 5,8048,Zürich,Schweiz,+41 44 431 78 22,info@schranerdruck.ch,schranerdruck.ch,,,,,,,,,,,"Ihre Druckerei in Zürich-Altstetten für Offsetdruck, Digitaldruck, Satz und Kopie.",https://www.persoenlich.com/marktplatz/schraner-druck-ag-zurich
Werbebeschriftung,Schreiber Beschriftungen GmbH,Flawilerstrasse 21,9604,Lütisburg,Schweiz,+41 71 923 50 20,info@schreib.ch,schreib.ch,,,,,,,,,,,Wir bieten Ihnen sämtliche Dienstleistungen im Zusammenhang mit Ihrem Firmenauftritt aus einer Hand. Von der Logo Gestaltung über das Erstellen der Website bis hin zum Beschrifte,https://www.persoenlich.com/marktplatz/schreiber-beschriftungen-gmbh-lutisburg
Werbebeschriftung,Schriftart Fella GmbH,Henzmannstrasse 39,4800,Zofingen,Schweiz,+41 62 751 15 79,info@schriftart-fella.ch,schriftart-fella.ch,Mr.,Maurizio,Fella,,,,,,,,Auf über 600 m2 bieten wir genügend Raum für kreative Ideen und Umsetzungen im Werbetechnikmarkt.,https://www.persoenlich.com/marktplatz/schriftart-fella-gmbh-zofingen
Werbebeschriftung,Schriften Müller AG,Kupferwiesenstrasse 7,9325,Roggwil,Schweiz,+41 71 446 33 91,info@schriften-mueller.ch,schriften-mueller.ch,Mr.,Silvio,Tortorelli,,,,,,,,"Unsere besondere Kompetenz liegt in den folgenden Bereichen: Persönliche Kundenberatung, individuelle Logogestaltung, Beschriftungen, Werbeblachen, Fahrzeugreklamen, Beschilderung",https://www.persoenlich.com/marktplatz/schriften-muller-ag-roggwil
Werbebeschriftung,Schriftwerk AG,Rorschacherstrasse 292,9016,St.Gallen,Schweiz,+41 71 282 30 30,info@schriftwerk.ch,schriftwerk.ch,,,,,,,,,,,,https://www.persoenlich.com/marktplatz/schriftwerk-ag-st-gallen
Printmedien / Verlage,Schule und Weiterbildung SCHULEkonkret,Bennwilerstrasse 6,4434,Hölstein,Schweiz,061 956 90 70,schulekonkret@swch.ch,swch.ch,Mr.,Kurt,Heller-Lindt,,,,,,,,SCHULEkonkret ist eine von Lehrpersonen für Lehrerinnen und Lehrer geschaffene Praxis bezogene Zeitschrift. SCHULEkonkret berücksichtigt neue Unterrichtstendenzen und alle Berei,https://www.persoenlich.com/marktplatz/schule-und-weiterbildung-schulekonkret-holstein
Werbeartikel,SCHULER St. JakobsKellerei,Franzosenstrasse 14,6423,Seewen,Schweiz,+41 41 819 32 13,kundendienst@schuler.ch,schuler.ch,Mr.,Peter,Delpechitra,,,,,,,,"Wir besitzen eigene Weingüter, betreiben ein eignes Vinalytiklabor und eine eigene Küferei.",https://www.persoenlich.com/marktplatz/schuler-st-jakobskellerei-seewen
Buchbinderei,Schumacher AG,Industriestrasse 1-3,3185,Schmitten,Schweiz,+41 26 497 82 00,info@schumacherag.ch,schumacherag.ch,Mr.,Rauol,Philipona,,,,,,,,"Die SCHUMACHER AG fühlt sich seit über? 175 Jahren einer hochstehenden Binderei verpflichtet: Sie bindet die grössten Berufstalente der Buchbinderbranche, um so eine nutzenoptim",https://www.persoenlich.com/marktplatz/schumacher-ag-schmitten
Druckerei,Schumacher Druckerei AG,Lindenbergstrasse 17,5630,Muri,Schweiz,+41 56 664 12 76,schumacherdruck@bluewin.ch,bluewin.ch,,,,,,,,,,,,https://www.persoenlich.com/marktplatz/schumacher-druckerei-ag-muri
